date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:08	2986/2986	---M--	200	added ('OK')	image/jpeg	etag:%22baa-5be61fd9419c0%22	https://plaiaundi.eus/ImagenesPortada/instagram.jpg	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/ImagenesPortada/instagram.jpg	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	7988/7988	---M--	200	added ('OK')	text/css	etag:%221f34-5997b523845c0%22	https://plaiaundi.eus/Carrusel/css/lightslider.css	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/Carrusel/css/lightslider.css	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	28730/28730	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:08%20GMT	https://plaiaundi.hezkuntza.net/es/hobetuzlanbide/	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/hobetuzlanbide/index.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/plaiaundi/Downloads/a/A/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	48086/48086	---M--	200	added ('OK')	application/javascript	etag:%22bbd6-5997b5b385980%22	https://plaiaundi.eus/Carrusel/css/lightslider.js	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/Carrusel/css/lightslider.js	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	35997/35997	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jan%202023%2012:45:08%20GMT	https://plaiaundi.hezkuntza.net/es/Trident/	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/Trident/index.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	17440/17440	---M--	200	added ('OK')	image/jpeg	etag:%224420-5da022c460063%22	https://plaiaundi.eus/ImagenesPortada/Lanbide.jpg	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/ImagenesPortada/Lanbide.jpg	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	35973/35973	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jan%202023%2012:45:09%20GMT	https://plaiaundi.hezkuntza.net/es/Edge/	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/Edge/index.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	26413/26413	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:09%20GMT	https://plaiaundi.hezkuntza.net/es/Empleo	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/Empleo-2.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:09	11607/11607	---M--	200	added ('OK')	image/jpeg	etag:%222d57-5f1d32d1fc8dc%22	https://plaiaundi.eus/ImagenesPortada/50aniversario.jpg	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/ImagenesPortada/50aniversario.jpg	(from https://plaiaundi.hezkuntza.net/es/)
